question_id,status,message,gt_message
AQ0209,ERROR,Invalid SPARQL query: Prefix ora was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R119139>	""XLNet""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1103,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R117121>	""BLEU score""^^<http://www.w3.org/2001/XMLSchema#string>	""7.98""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2387,ERROR,Invalid SPARQL query: Prefix ora was not registered using a PREFIX declaration,"?code
""https://github.com/google-research/big_transfer""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/sayakpaul/A-Barebones-Image-Retrieval-System""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/SoojungYang/supervised_pretraining_GN_WS""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0023,ERROR,Invalid SPARQL query: Prefix orkc was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R125989>	""SciBERT""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R226835>	""BiLSTM-Attn w/ ELMo + section title and citation worthiness scaffolds""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2152,ERROR,Invalid SPARQL query: Prefix orkc was not registered using a PREFIX declaration,null
AQ0779,NULL,null,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R111697>	""Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R116138>	""Percentage error""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0792,NULL,null,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R119439>	""EM""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1498,ERROR,Invalid SPARQL query: Prefix orkp was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R117327>	""GPT-3 175B (Few-Shot)""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0786,NULL,null,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R118614>	""3-fold Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0963,ERROR,Invalid SPARQL query: Prefix orkc was not registered using a PREFIX declaration,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R119875>	""Score""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0977,NULL,null,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R119433>	""Error""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1300,NULL,null,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R119875>	""Score""^^<http://www.w3.org/2001/XMLSchema#string>	""17.3""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1466,NULL,null,"?model	?model_lbl
<http://orkg.org/orkg/resource/R119567>	""XLNet (single model)""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0778,ERROR,Invalid SPARQL query: Prefix orkp was not registered using a PREFIX declaration,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R117687>	""Bits per dim""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1472,ERROR,Invalid SPARQL query: Prefix orkp was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R119646>	""S-Norm""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1664,ERROR,Invalid SPARQL query: Prefix orkc was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R123733>	""NAT-M4""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1116,ERROR,Invalid SPARQL query: Prefix ora was not registered using a PREFIX declaration,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R117121>	""BLEU score""^^<http://www.w3.org/2001/XMLSchema#string>	""31.4""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2437,NULL,null,"?code
""https://github.com/google-research/big_transfer""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/sayakpaul/A-Barebones-Image-Retrieval-System""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/SoojungYang/supervised_pretraining_GN_WS""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2345,ERROR,Invalid SPARQL query: Prefix orkp was not registered using a PREFIX declaration,"?code
""https://github.com/RLAgent/state-marginal-matching""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1923,ERROR,Invalid SPARQL query: Prefix ora was not registered using a PREFIX declaration,null
AQ1710,ERROR,Invalid SPARQL query: Prefix ex was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R123322>	""SAC""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1062,ERROR,"Invalid SPARQL query: Token \""This\"": mismatched input 'This' expecting <EOF>",null
AQ1704,NULL,null,"?model	?model_lbl
<http://orkg.org/orkg/resource/R124916>	""POP3D""^^<http://www.w3.org/2001/XMLSchema#string>
"
HQ0099,NULL,null,"?piezoresistive_materials
""Graphene-based cellular elastomer\n(G-elastomer)""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0181,NULL,null,"?model	?model_lbl
<http://orkg.org/orkg/resource/R119567>	""XLNet (single model)""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R122153>	""PAR BERT Base""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R122154>	""XLNet-Large (ensemble)""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R122632>	""MPAD-path""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0618,ERROR,Invalid SPARQL query: Prefix orkc was not registered using a PREFIX declaration,"?paper	?paper_lbl
<http://orkg.org/orkg/resource/R131170>	""CURL: Contrastive Unsupervised Representations for Reinforcement Learning""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R131877>	""A Distributional Perspective on Reinforcement Learning""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R131980>	""Dueling Network Architectures for Deep Reinforcement Learning""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R132399>	""Prioritized Experience Replay""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R132604>	""Deep Reinforcement Learning with Double Q-learning""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R133007>	""Learning values across many orders of magnitude""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R133107>	""Massively Parallel Methods for Deep Reinforcement Learning""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R133207>	""Deep Exploration via Bootstrapped DQN""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R133383>	""Value Prediction Network""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R133403>	""Self-Imitation Learning""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R133503>	""Asynchronous Methods for Deep Reinforcement Learning""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R133821>	""Policy Optimization With Penalized Point Probability Distance: An Alternative To Proximal Policy Optimization""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R133937>	""Evolution Strategies as a Scalable Alternative to Reinforcement Learning""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R134062>	""Playing Atari with Six Neurons""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R134084>	""Soft Actor-Critic for Discrete Action Settings""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R134171>	""Fully Parameterized Quantile Function for Distributional Reinforcement Learning""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R134238>	""Model-Free Episodic Control with State Aggregation""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R134302>	""#Exploration: A Study of Count-Based Exploration for Deep Reinforcement Learning""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R134360>	""Count-Based Exploration in Feature Space for Reinforcement Learning""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R134401>	""Incentivizing Exploration In Reinforcement Learning With Deep Predictive Models""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0156,NULL,null,"?model	?model_lbl
<http://orkg.org/orkg/resource/R121030>	""PAR Transformer 24B""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2033,ERROR,Invalid SPARQL query: Prefix ora was not registered using a PREFIX declaration,"?code
""https://github.com/ZhenYangIACAS/unsupervised-NMT""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0142,ERROR,"Invalid SPARQL query: Token \""rdfs:label\"": missing ')' at 'rdfs:label'","?model	?model_lbl
<http://orkg.org/orkg/resource/R119567>	""XLNet (single model)""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2025,ERROR,Invalid SPARQL query: Prefix ora was not registered using a PREFIX declaration,null
HQ0058,ERROR,Invalid SPARQL query: Prefix skos was not registered using a PREFIX declaration,"?precision	?recall	?f1
""0.77""^^<http://www.w3.org/2001/XMLSchema#string>	""0.58""^^<http://www.w3.org/2001/XMLSchema#string>	""0.66""^^<http://www.w3.org/2001/XMLSchema#string>
""0.72""^^<http://www.w3.org/2001/XMLSchema#string>	""0.90""^^<http://www.w3.org/2001/XMLSchema#string>	""0.80""^^<http://www.w3.org/2001/XMLSchema#string>
""0.28""^^<http://www.w3.org/2001/XMLSchema#string>	""0.62""^^<http://www.w3.org/2001/XMLSchema#string>	""0.39""^^<http://www.w3.org/2001/XMLSchema#string>
""0.67""^^<http://www.w3.org/2001/XMLSchema#string>	""0.64""^^<http://www.w3.org/2001/XMLSchema#string>	""0.65""^^<http://www.w3.org/2001/XMLSchema#string>
""0.71""^^<http://www.w3.org/2001/XMLSchema#string>	""0.79""^^<http://www.w3.org/2001/XMLSchema#string>	""0.75""^^<http://www.w3.org/2001/XMLSchema#string>
""0.20""^^<http://www.w3.org/2001/XMLSchema#string>	""1.00""^^<http://www.w3.org/2001/XMLSchema#string>	""0.33""^^<http://www.w3.org/2001/XMLSchema#string>
""0.89""^^<http://www.w3.org/2001/XMLSchema#string>	""0.81""^^<http://www.w3.org/2001/XMLSchema#string>	""0.85""^^<http://www.w3.org/2001/XMLSchema#string>
""0.67""^^<http://www.w3.org/2001/XMLSchema#string>	""0.58""^^<http://www.w3.org/2001/XMLSchema#string>	""0.62""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0168,ERROR,Invalid SPARQL query: Prefix wdt was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R119567>	""XLNet (single model)""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1262,NULL,null,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R116360>	""ROUGE-L""^^<http://www.w3.org/2001/XMLSchema#string>	""36.51""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R120314>	""ROUGE-1""^^<http://www.w3.org/2001/XMLSchema#string>	""37.68""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124684>	""ROUGE-2""^^<http://www.w3.org/2001/XMLSchema#string>	""21.25""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0829,NULL,null,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R111697>	""Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R114483>	""F1""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0424,NULL,null,"?paper	?paper_lbl
<http://orkg.org/orkg/resource/R129725>	""Unsupervised Statistical Machine Translation""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129742>	""Incorporating a Local Translation Mechanism into Non-autoregressive Translation""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129761>	""Non-Autoregressive Neural Machine Translation""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129773>	""Deterministic Non-Autoregressive Neural Sequence Modeling by Iterative Refinement""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129825>	""An Effective Approach to Unsupervised Machine Translation""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129839>	""Unsupervised Neural Machine Translation with SMT as Posterior Regularization""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1712,ERROR,Invalid SPARQL query: Prefix orkc was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R124905>	""Recurrent Rational DQN Average""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1706,ERROR,"Invalid SPARQL query: Token \""\""Atari 2600 Asteroids\""\"": extraneous input '\""Atari 2600 Asteroids\""' expecting ')'","?model	?model_lbl
<http://orkg.org/orkg/resource/R124901>	""Gorila""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0550,NULL,null,"?paper	?paper_lbl
<http://orkg.org/orkg/resource/R131287>	""DD-PPO: Learning Near-Perfect PointGoal Navigators from 2.5 Billion Frames""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1302,ERROR,Invalid SPARQL query: Prefix orkp was not registered using a PREFIX declaration,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R119875>	""Score""^^<http://www.w3.org/2001/XMLSchema#string>	""5.1""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0961,NULL,null,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R119875>	""Score""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R124949>	""Best Score""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0948,NULL,null,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R119875>	""Score""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2193,NULL,null,"?code
""https://github.com/benkrause/dynamiceval-transformer""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/cedrickchee/pytorch-pretrained-BERT""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/cmunnis/BERT_vs_Transformer-XL""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/facebookresearch/code-prediction-transformer""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/huggingface/transformers""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/huggingface/xlnet""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/inzva/fake-academic-paper-generation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/Jmkernes/PAR-Transformer-XL""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/kimiyoung/transformer-xl""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/lab-ml/nn/tree/master/labml_nn/transformers/xl""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/listenviolet/XLNet""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/Machine-Learning-Tokyo/Poetry-GAN""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/okkteam/Transformer-Transducer""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/samwisegamjeee/pytorch-transformers""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/sh951011/Attention-Implementation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/sooftware/Attention-Implementation""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/sooftware/conformer""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/sooftware/nlp-attentions""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/threelittlemonkeys/transformer-pytorch""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/TimDettmers/transformer-xl""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/wxt1997/Transformer-Transducer""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/zhdbwe/Paper-DailyReading""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1317,ERROR,Invalid SPARQL query: Prefix orkc was not registered using a PREFIX declaration,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R119875>	""Score""^^<http://www.w3.org/2001/XMLSchema#string>	""90804.0""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1465,NULL,null,"?model	?model_lbl
<http://orkg.org/orkg/resource/R120581>	""QA-GNN""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0021,NULL,null,"?model	?model_lbl
<http://orkg.org/orkg/resource/R116717>	""SciIE""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R226756>	""Flair-TDM""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2385,ERROR,Invalid SPARQL query: Prefix ora was not registered using a PREFIX declaration,"?code
""https://github.com/google/automl/tree/master/efficientnetv2""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/jahongir7174/EffcientNetV2""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/lukemelas/EfficientNet-PyTorch""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/rwightman/pytorch-image-models""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1854,ERROR,"Invalid SPARQL query: Token \""OR\"": mismatched input 'OR' expecting ')'","?dataset	?dataset_lbl
<http://orkg.org/orkg/resource/R116695>	""SciERC""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1698,NULL,null,"?model	?model_lbl
<http://orkg.org/orkg/resource/R124890>	""C51 noop""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1673,ERROR,"Invalid SPARQL query: Token \""OR\"": mismatched input 'OR' expecting ')'","?model	?model_lbl
<http://orkg.org/orkg/resource/R124055>	""XLMft UDA""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0551,ERROR,Invalid SPARQL query: Prefix ora was not registered using a PREFIX declaration,"?paper	?paper_lbl
<http://orkg.org/orkg/resource/R131297>	""Multi-task Deep Reinforcement Learning with PopArt""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1920,ERROR,"Invalid SPARQL query: Token \"">\"": mismatched input '>' expecting <EOF>",null
AQ0425,NULL,null,"?paper	?paper_lbl
<http://orkg.org/orkg/resource/R129654>	""Edinburgh Neural Machine Translation Systems for WMT 16""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129673>	""Phrase-Based & Neural Unsupervised Machine Translation""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129725>	""Unsupervised Statistical Machine Translation""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129787>	""Linguistic Input Features Improve Neural Machine Translation""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129793>	""Unsupervised Neural Machine Translation with Weight Sharing""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129799>	""Unsupervised Machine Translation Using Monolingual Corpora Only""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129825>	""An Effective Approach to Unsupervised Machine Translation""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129839>	""Unsupervised Neural Machine Translation with SMT as Posterior Regularization""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R129853>	""Language Models are Few-Shot Learners""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2226,NULL,null,"?code
""https://github.com/2miatran/Natural-Language-Processing""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/cuhksz-nlp/SAPar""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/facebookresearch/anli""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/fanchenyou/transformer-study""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/graykode/xlnet-Pytorch""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/huggingface/transformers""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/huggingface/xlnet""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/kaushaltrivedi/fast-bert""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/listenviolet/XLNet""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/pauldevos/python-notes""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/samwisegamjeee/pytorch-transformers""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/studio-ousia/luke""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/tomgoter/nlp_finalproject""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/utterworks/fast-bert""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/zaradana/Fast_BERT""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/zihangdai/xlnet""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0182,NULL,null,"?model	?model_lbl
<http://orkg.org/orkg/resource/R116612>	""SciBERT (SciVocab)""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R116685>	""SciBERT (Base Vocab)""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1263,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R119875>	""Score""^^<http://www.w3.org/2001/XMLSchema#string>	""931.6""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1505,ERROR,Invalid SPARQL query: Prefix orkp was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R120662>	""ELMo""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0141,NULL,null,"?model	?model_lbl
<http://orkg.org/orkg/resource/R117327>	""GPT-3 175B (Few-Shot)""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R119567>	""XLNet (single model)""^^<http://www.w3.org/2001/XMLSchema#string>
"
HQ0068,ERROR,Invalid SPARQL query: The target variable ?freq of an AS clause was already used before in the query body.,"Invalid SPARQL query: Token \""COUNT\"": mismatched input 'COUNT' expecting {'{', WHERE, FROM}"
AQ0164,ERROR,Invalid SPARQL query: Prefix ora was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R121392>	""Ning et al.""^^<http://www.w3.org/2001/XMLSchema#string>
"
HQ0097,ERROR,Invalid SPARQL query: Prefix ora was not registered using a PREFIX declaration,"Invalid SPARQL query: Token \"",\"": mismatched input ',' expecting {'{', WHERE, FROM}"
AQ1285,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R119875>	""Score""^^<http://www.w3.org/2001/XMLSchema#string>	""4.4""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1044,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,null
AQ1722,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R124898>	""DDQN (tuned) hs""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2203,NULL,null,"?code
""https://github.com/ari-holtzman/genlm""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/arvieFrydenlund/awd-lstm-lm""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/AtheMathmo/lookahead-lstm""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/Han-JD/GRU-D""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/llppff/ptb-lstmorqrnn-pytorch""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/philippwirth/awd-lstm-test""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/philippwirth/treelangrnn""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/SachinIchake/KALM""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/salesforce/awd-lstm-lm""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/soyoung97/awd-lstm-gru""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1087,NULL,null,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R114483>	""F1""^^<http://www.w3.org/2001/XMLSchema#string>	""90.3""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R116617>	""NER Micro F1""^^<http://www.w3.org/2001/XMLSchema#string>	""88.6""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R116619>	""RE+ Micro F1""^^<http://www.w3.org/2001/XMLSchema#string>	""59.6""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R116628>	""RE Micro F1""^^<http://www.w3.org/2001/XMLSchema#string>	""63.3""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1939,NULL,null,null
AQ1905,NULL,null,null
AQ1656,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,"?model	?model_lbl
<http://orkg.org/orkg/resource/R126364>	""BiLSTM-TDN(ResNet-101)""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0206,NULL,null,"?model	?model_lbl
<http://orkg.org/orkg/resource/R123477>	""SemExp""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R123478>	""RGBD+DD-PPO""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ2411,NULL,null,"?code
""https://github.com/facebookresearch/deit""^^<http://www.w3.org/2001/XMLSchema#string>
""https://github.com/lucidrains/vit-pytorch""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1332,NULL,null,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R111697>	""Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>	""90.93""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0762,ERROR,Invalid SPARQL query: Prefix orkp was not registered using a PREFIX declaration,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R116443>	""BLEU""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R117121>	""BLEU score""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0978,NULL,null,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R119433>	""Error""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0777,NULL,null,"?metric	?metric_lbl
<http://orkg.org/orkg/resource/R111697>	""Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R115579>	""Accuracy (%)""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R123734>	""FLOPS""^^<http://www.w3.org/2001/XMLSchema#string>
<http://orkg.org/orkg/resource/R123735>	""PARAMS""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ1333,ERROR,Invalid SPARQL query: Prefix orkp was not registered using a PREFIX declaration,"?metric	?metric_lbl	?score
<http://orkg.org/orkg/resource/R111697>	""Accuracy""^^<http://www.w3.org/2001/XMLSchema#string>	""76.58""^^<http://www.w3.org/2001/XMLSchema#string>
"
AQ0039,ERROR,Invalid SPARQL query: Prefix orkg was not registered using a PREFIX declaration,null
